"","Sample_3TR","Sample_9TR","Sample_21TR","Sample_24TR","Sample_31TR","Sample_32TR","Sample_38TR","Sample_41TR","Sample_43TR","Sample_49TR","Sample_50TR"
"chr1:805799|810170",49,19,12,69,91,9,0,65,51,26,29
"chr1:179337837|179341310",9,0,0,0,0,0,28,0,8,20,9
"chr1:179337837|179343635",0,0,0,0,0,0,0,0,9,0,0
"chr1:179341028|179348942",0,0,6,0,0,0,0,0,4,0,0
"chr1:179347600|179351462",5,0,0,0,0,0,0,0,3,0,0
"chr1:179368800|179383544",0,0,0,0,0,0,0,0,4,0,0
"chr1:179986169|180006567",5,0,0,6,0,5,8,0,12,15,6
"chr1:179990507|179997175",0,0,0,0,0,3,0,9,9,6,0
"chr1:179992062|179997175",8,0,0,0,0,0,9,0,3,2,12
"chr1:180062220|180065272",13,0,0,0,0,0,0,28,9,17,12
"chr1:180178794|180189674",0,0,0,0,0,0,0,0,3,0,0
"chr1:180397516|180413471",0,0,7,0,0,0,0,0,5,14,0
"chr1:180397516|180430262",7,24,8,0,0,4,0,0,13,9,11
"chr1:182383583|182384350",0,0,0,0,0,0,0,0,7,0,0
"chr1:182874854|182880608",0,5,0,0,0,0,0,0,6,0,0
"chr1:183114531|183115637",0,0,4,0,0,0,0,0,2,0,0
"chr1:183116577|183118146",0,0,0,0,0,0,0,8,4,8,8
"chr1:183121805|183132487",0,0,0,0,0,0,0,0,4,0,0
"chr1:183278553|183293793",0,0,0,0,0,0,0,0,3,0,0
"chr1:183687232|183742289",0,0,0,0,0,0,0,0,8,0,0
"chr1:184590739|184619630",0,0,6,5,0,0,0,0,15,0,0
"chr1:184706643|184711877",9,0,13,2,0,0,28,0,11,4,0
"chr1:184732837|184749592",3,0,0,0,0,6,0,0,8,10,0
"chr1:184823167|184823742",0,0,0,0,0,0,0,0,4,0,0
"chr1:184823167|184831962",0,7,0,0,0,0,0,0,6,0,0
"chr1:184884633|184899309",0,0,2,0,0,3,0,0,7,0,0
"chr1:185124944|185137796",8,0,0,0,0,0,0,0,13,0,0
"chr1:185160833|185166652",0,0,5,0,0,0,0,0,5,0,0
"chr1:185174372|185175113",0,0,0,0,0,0,0,0,7,0,5
"chr1:185174372|185184931",0,0,0,0,0,6,0,0,3,0,0
"chr1:185174372|185190642",0,0,0,0,0,0,0,0,4,0,0
"chr1:185202654|185222036",8,0,0,5,0,0,0,0,3,0,0
"chr1:185299710|185301563",0,0,0,0,0,0,0,0,3,0,0
"chr1:186398313|186406268",0,0,0,0,0,0,14,0,15,0,7
"chr1:192567147|192593657",0,0,0,0,0,0,0,0,5,0,0
"chr1:192911104|192957422",0,0,0,0,0,0,0,0,5,0,0
"chr1:193069034|193077050",5,0,0,0,0,4,15,0,3,6,10
"chr1:193125112|193138173",0,0,0,0,0,0,0,0,5,0,0
"chr1:193135391|193152444",0,0,0,0,0,0,0,0,9,0,2
"chr1:193138085|193142066",19,0,19,0,0,6,0,17,9,14,9
"chr1:193141850|193152444",17,0,2,4,0,13,0,18,15,8,14
"chr1:193299208|193351239",0,0,8,6,0,0,0,0,4,0,0
"chr1:197129187|197143810",0,0,0,0,0,0,0,0,3,0,0
"chr1:197583152|197674169",0,0,0,0,0,0,0,0,6,0,0
"chr1:197652235|197658369",0,0,0,0,0,0,0,0,6,0,0
"chr1:197652235|197715074",14,0,19,11,0,4,0,0,24,0,11
"chr1:197672037|197674169",0,0,0,0,0,0,0,0,2,0,0
"chr1:197672037|197735796",0,0,0,0,0,0,0,0,2,0,0
"chr1:198232553|198297240",14,0,3,14,0,7,0,0,8,13,0
"chr1:200565069|200589369",0,0,0,0,0,0,0,0,4,0,0
"chr1:200608830|200615609",0,0,0,0,0,0,0,0,4,0,0
"chr1:200937180|200948872",0,0,0,0,0,0,0,0,5,0,0
"chr1:201444532|201457401",0,0,0,0,0,0,0,0,5,0,0
"chr1:201457241|201461091",0,0,12,0,0,0,0,0,11,0,0
"chr1:201483563|201484682",0,0,0,0,0,0,0,0,4,0,0
"chr1:201846177|201853088",0,0,0,0,0,0,0,0,4,0,0
"chr1:201847279|201848594",6,0,0,0,0,0,0,0,14,0,9
"chr1:201852104|201858994",5,0,0,3,0,10,0,11,7,13,6
"chr1:201854595|201857194",0,0,4,0,0,0,0,0,7,0,0
"chr1:201889474|201890547",0,0,0,0,0,0,0,0,5,0,0
"chr1:201996147|201997554",0,0,0,0,0,0,0,0,4,0,0
"chr1:202428855|202434768",0,4,0,0,0,0,0,10,19,0,0
"chr1:202437821|202449171",0,0,0,0,0,0,0,0,5,0,0
"chr1:202748945|202753067",0,0,2,0,0,0,27,0,13,0,0
"chr1:202750659|202753067",0,0,0,0,0,0,0,0,4,0,0
"chr1:202755271|202760573",0,0,0,0,0,3,0,0,4,0,8
"chr1:202760415|202773288",0,0,0,0,0,0,0,0,4,0,0
"chr1:203307726|203307889",0,0,0,0,0,0,0,0,3,0,0
"chr1:203554112|203555387",0,0,0,0,0,0,0,0,2,0,0
"chr1:203698157|203708104",0,0,0,0,0,0,0,0,50,0,0
"chr1:203740700|203741055",0,0,0,0,0,0,0,0,5,0,0
"chr1:204952011|205002748",0,0,0,0,0,0,0,0,5,0,0
"chr1:205100152|205114961",0,0,0,0,0,0,0,0,2,0,0
"chr1:205618957|205620838",0,0,0,0,0,0,0,0,4,0,0
"chr1:207061953|207071573",0,0,0,0,0,0,0,0,4,0,0
"chr1:207130171|207155058",0,0,7,10,0,0,0,0,7,6,0
"chr1:207677389|207683957",0,0,0,9,0,0,0,0,7,0,0
"chr1:207757014|207775745",0,0,0,0,0,0,0,0,3,0,0
"chr1:209830108|209831043",0,0,0,0,0,5,0,19,10,0,17
"chr1:210348933|210387581",4,0,0,0,0,0,0,0,3,0,0
"chr1:211278117|211312487",0,0,0,0,0,0,0,0,4,0,0
"chr1:212016886|212021212",0,0,0,0,0,0,0,0,3,7,0
"chr1:212044660|212047417",0,0,0,0,0,0,0,24,9,2,0
"chr1:212329135|212333598",0,0,0,0,0,0,0,0,11,7,0
"chr1:212329135|212349242",0,0,0,0,0,0,0,0,2,0,0
"chr1:212333497|212345933",0,0,0,0,0,0,0,0,4,0,0
"chr1:212863725|212885396",0,0,0,0,0,0,0,8,14,0,0
"chr1:212872678|212889257",0,0,0,0,0,6,0,0,11,12,0
"chr1:212872678|212895375",0,0,0,0,0,0,0,0,4,0,0
"chr1:213071006|213077816",0,0,0,0,0,0,0,0,9,0,0
"chr1:213077696|213104569",0,0,0,0,0,0,0,0,4,0,0
"chr1:213117317|213129889",16,0,18,15,0,29,0,55,46,36,16
"chr1:213117317|213135913",0,0,0,0,0,0,0,0,5,0,0
"chr1:213117317|213143809",0,0,0,0,0,0,0,0,3,0,0
"chr1:213167858|213176492",0,0,0,0,0,0,0,0,5,0,0
"chr1:214451805|214464957",4,0,12,0,0,0,0,0,12,0,0
"chr1:214614832|214619220",0,0,0,0,0,0,0,0,5,0,0
"chr1:215169199|215172183",12,0,7,0,0,0,0,0,6,0,0
"chr1:215575901|215586685",0,0,0,0,0,0,0,0,5,4,0
"chr1:215595356|215604302",0,0,0,0,0,0,0,0,3,0,0
"chr1:217449249|217610400",0,0,0,0,0,0,0,0,7,0,0
"chr1:218405169|218442145",0,0,0,0,0,0,0,0,6,0,0
"chr1:219193082|219295151",4,0,0,0,0,0,0,0,4,7,3
"chr1:219972069|219978719",0,0,8,0,0,2,0,0,21,0,0
"chr1:219996983|220007338",0,0,0,0,0,0,0,0,6,0,0
"chr1:220157270|220159421",0,0,6,11,0,15,0,0,7,0,0
"chr1:220744470|220770556",0,0,0,0,0,0,0,0,2,0,0
"chr1:220761658|220770556",5,0,0,0,0,0,0,30,8,0,0
"chr1:220832528|220833192",0,0,0,0,0,0,0,0,3,0,0
"chr1:221976287|221978518",0,0,0,0,0,0,0,0,12,0,0
"chr1:222577445|222584297",0,0,0,0,0,0,29,0,5,0,0
"chr1:222715684|222725555",0,0,0,0,0,0,0,0,2,0,2
"chr1:222724092|222728828",0,0,0,0,0,0,0,0,4,0,0
"chr1:222724092|222730177",8,0,3,0,0,0,7,0,7,0,4
"chr1:222853457|222885225",0,0,0,0,0,0,0,0,5,0,0
"chr1:222942807|222943332",0,0,0,0,0,0,0,0,4,0,0
"chr1:223132475|223134864",0,0,0,0,0,0,12,0,11,0,0
"chr1:223132475|223137263",3,0,0,0,0,0,0,0,4,3,0
"chr1:223750890|223752956",0,0,0,0,0,0,0,0,6,0,0
"chr1:223798215|223798677",0,0,6,0,0,0,0,0,2,0,4
"chr1:223954477|223962708",0,0,0,0,0,0,0,11,5,6,0
"chr1:224267004|224268133",0,0,0,0,0,0,0,0,4,3,0
"chr1:224294267|224303857",0,0,0,0,0,0,0,0,5,0,0
"chr1:224365879|224371423",11,0,0,8,0,0,0,0,7,0,0
"chr1:224393828|224399034",0,0,4,0,0,4,0,23,3,0,0
"chr1:224411427|224419615",0,0,0,0,0,0,0,0,12,4,0
"chr1:225007413|225097239",0,0,0,0,0,0,0,0,6,0,0
"chr1:225097118|225123614",3,0,0,0,0,0,0,0,9,0,6
"chr1:225406664|225415332",0,0,0,0,0,0,0,0,6,0,0
"chr1:225412454|225415332",10,0,0,14,0,9,0,0,6,4,17
"chr1:225507951|225514900",3,0,0,0,0,0,0,0,5,0,9
"chr1:226265533|226301205",0,0,0,0,0,0,0,0,2,0,0
"chr1:226277775|226287797",0,0,0,8,0,0,0,0,3,0,0
"chr1:226897720|226908683",0,0,0,0,0,0,0,0,4,0,0
"chr1:226961377|226965737",0,0,0,0,0,0,0,0,10,0,2
"chr1:227016080|227048010",0,0,0,0,0,0,0,0,2,0,11
"chr1:227026055|227035607",0,0,0,0,0,0,15,0,6,6,14
"chr1:227139576|227145737",0,0,0,0,0,0,0,0,3,0,0
"chr1:227139576|227160636",0,0,0,0,0,0,0,0,6,0,0
"chr1:227139576|227254155",0,0,0,0,0,0,11,0,5,0,0
"chr1:227758995|227767083",0,0,0,0,0,0,0,0,3,0,0
"chr1:229286486|229299072",0,0,0,0,0,0,0,0,4,0,0
"chr1:229458161|229477760",0,0,0,0,0,0,0,15,5,0,0
"chr1:229525936|229542371",0,0,0,5,0,0,0,0,9,0,0
"chr1:229525936|229549434",0,0,0,0,0,0,0,0,5,0,0
"chr1:229602195|229614485",0,0,0,0,0,0,0,0,5,0,0
"chr1:230659464|230664587",4,0,0,0,0,0,0,0,6,2,0
"chr1:230945389|230961303",5,0,0,0,0,0,0,0,5,8,5
"chr1:230988320|230997267",0,0,0,0,0,0,0,0,7,0,0
"chr1:231270758|231276196",0,0,0,0,0,0,0,0,3,0,0
"chr1:231364327|231367636",14,0,0,0,0,0,20,0,5,8,0
"chr1:231537213|231542611",3,0,0,7,0,0,0,0,5,18,3
"chr1:232490874|232493660",0,0,0,0,0,0,0,21,2,0,0
"chr1:233054268|233095863",0,0,5,0,0,0,0,0,6,0,0
"chr1:233090061|233139855",3,0,0,0,0,0,0,0,6,0,0
"chr1:233112799|233161363",0,0,0,0,0,0,0,0,2,0,0
"chr1:233125459|233208689",0,0,0,0,0,0,0,0,9,0,0
"chr1:233135013|233179175",0,0,0,0,0,0,0,0,8,0,0
"chr1:233135013|233208689",8,0,0,0,0,2,0,0,2,5,5
"chr1:233177802|233252788",0,0,0,0,0,0,0,0,6,0,0
"chr1:233198939|233218184",0,0,5,0,0,0,7,22,15,0,0
"chr1:234003245|234140306",0,0,0,0,0,0,0,0,4,0,0
"chr1:234410445|234427766",0,0,0,0,0,0,0,0,4,0,0
"chr1:234801585|234836021",0,0,0,0,0,0,0,0,6,0,0
"chr1:235135652|235138174",0,0,0,0,0,0,0,0,7,0,0
"chr1:235240313|235260752",0,0,0,0,0,0,10,0,7,3,4
"chr1:235414433|235427239",0,0,0,0,0,0,0,0,8,0,0
"chr1:235419473|235438922",0,0,0,0,0,0,0,0,9,0,0
"chr1:235419473|235442911",0,0,0,0,0,0,0,0,3,0,0
"chr1:235435745|235437474",0,0,0,0,0,0,6,0,7,3,0
"chr1:235437322|235441882",0,5,5,0,0,4,0,0,11,0,3
"chr1:235437322|235442911",8,5,0,14,0,7,0,0,11,17,25
"chr1:235470850|235484515",0,0,9,4,0,0,0,0,2,6,0
"chr1:235480054|235496308",0,0,0,0,0,0,0,0,5,0,0
"chr1:235677091|235697272",0,0,0,0,0,6,9,0,6,0,0
"chr1:235773842|235787373",0,0,0,0,0,0,0,0,4,0,0
"chr1:235793503|235801097",9,0,5,0,0,0,9,0,4,3,8
"chr1:236032401|236038253",31,14,23,4,0,0,0,26,5,3,11
"chr1:236032401|236048989",0,3,0,0,0,0,0,0,2,0,0
"chr1:236168706|236205250",0,0,0,0,0,0,0,0,3,0,0
"chr1:236803428|236816543",0,0,0,0,0,0,0,0,2,0,0
"chr1:236808704|236816543",4,0,0,6,0,0,7,13,3,5,3
"chr1:236835547|236853088",0,0,11,0,0,0,0,0,7,8,0
"chr1:237666512|237680577",0,0,0,0,0,0,0,0,2,0,0
"chr1:243199060|243225321",12,14,0,12,0,0,0,0,6,0,2
"chr1:243270105|243286397",3,0,0,0,0,0,0,0,2,0,0
"chr1:243286272|243304777",0,0,0,0,0,0,0,0,3,0,0
"chr1:243304713|243378863",0,3,0,0,0,0,0,0,5,6,3
"chr1:243316755|243378863",0,0,0,0,0,0,0,0,3,0,0
"chr1:243394387|243426558",0,0,0,0,0,0,0,0,3,0,0
"chr1:243512324|243615161",0,0,0,0,0,0,0,0,5,0,0
"chr1:243545510|243573048",287,80,251,133,0,99,285,187,150,165,251
"chr1:243545510|243664883",0,0,0,6,0,0,0,0,5,0,4
"chr1:243545510|243735100",0,0,0,0,0,0,0,0,3,0,0
"chr1:243545510|243735116",0,0,2,0,0,0,0,0,3,0,0
"chr1:243563720|243637742",0,0,0,0,0,0,0,0,3,2,0
"chr1:243563720|243695716",0,0,0,0,0,0,0,0,2,2,0
"chr1:243613671|243735116",0,0,0,4,0,0,0,0,6,0,12
"chr1:243664772|243843282",5,0,4,0,0,0,0,7,10,6,0
"chr1:243727123|243843282",0,0,0,0,0,0,0,0,3,0,0
"chr1:244415981|244424387",0,0,0,0,0,0,0,0,3,0,0
"chr1:244518592|244552814",0,0,0,0,0,0,0,0,3,0,0
"chr1:244560668|244561145",3,0,0,0,0,5,0,0,3,0,0
"chr1:244857598|244859374",0,0,0,0,0,0,0,0,5,5,0
"chr1:244989114|245017326",0,0,0,4,0,0,0,0,9,0,0
"chr1:245858496|245929937",13,3,7,0,0,0,3,0,19,0,0
"chr1:246186743|246193963",0,0,0,0,0,0,0,0,5,0,0
"chr1:246540938|246557534",0,0,0,0,0,0,0,0,4,0,0
"chr1:246647139|246660334",0,0,0,0,0,0,0,0,3,0,0
"chr1:246726892|246744125",0,4,0,0,0,5,10,15,5,3,0
"chr1:246758226|246760227",0,0,0,0,0,0,0,0,6,6,0
"chr1:247155566|247159867",14,0,10,5,0,0,0,0,4,23,26
"chr1:247308475|247310456",5,0,0,0,0,0,0,0,6,0,0
"chr10:179994|210048",5,11,0,0,0,0,0,0,5,5,0
"chr10:179994|236915",0,0,0,0,0,0,3,0,3,0,0
"chr10:366275|384146",21,0,18,0,0,4,0,0,5,10,21
"chr10:471396|486530",0,0,0,0,0,0,0,0,5,0,0
"chr10:472439|583712",0,0,0,0,0,0,0,0,4,0,0
"chr10:836403|885760",0,0,0,0,0,0,0,0,7,0,8
"chr10:884447|890829",0,0,0,5,0,8,0,0,10,0,0
"chr10:1072116|1086357",0,0,0,0,0,4,0,0,3,0,6
"chr10:1079556|1080476",0,0,0,0,0,0,0,0,3,0,0
"chr10:1084403|1125024",0,0,0,0,0,0,8,0,2,0,0
"chr10:1103599|1105267",0,11,5,6,0,0,0,37,9,0,0
"chr10:1103599|1124352",0,0,0,0,0,0,0,0,3,0,0
"chr10:1103602|1105267",0,0,0,0,0,0,15,0,4,0,0
"chr10:3158040|3160330",7,0,0,0,0,0,0,0,10,5,0
"chr10:3158914|3160330",24,16,7,14,0,7,0,43,13,0,8
"chr10:4830675|4842504",0,0,0,0,0,0,0,0,6,0,9
"chr10:4830675|4929717",0,0,0,0,0,0,0,0,9,0,0
"chr10:4841785|5035616",0,0,0,0,0,0,0,0,2,0,0
"chr10:4873214|4933330",10,0,0,0,0,0,0,19,6,8,0
"chr10:4908351|4909606",0,0,0,0,0,0,0,14,15,0,0
"chr10:5699525|5714207",85,32,42,9,0,22,0,31,67,44,44
"chr10:5709530|5727123",0,0,0,0,0,0,0,0,5,0,0
"chr10:5720544|5727123",7,0,8,0,0,3,0,0,6,0,0
"chr10:5720544|5731203",0,0,0,0,0,0,0,0,3,0,0
"chr10:5730916|5742364",0,0,0,0,0,0,0,0,6,0,0
"chr10:5796763|5800705",0,0,0,4,0,0,0,0,9,4,0
"chr10:5916234|5917676",0,0,0,0,0,0,0,0,4,0,0
"chr10:5959754|5960567",3,14,10,0,0,12,0,0,6,3,0
"chr10:6213623|6217191",0,0,0,0,0,0,0,0,5,0,0
"chr10:6833643|6838420",0,0,0,0,0,0,0,0,3,0,0
"chr10:7197548|7205928",0,0,0,0,0,0,0,0,5,0,0
"chr10:7220411|7248649",0,2,0,0,0,0,0,0,5,0,0
"chr10:7370281|7381949",0,0,0,0,0,0,0,0,6,9,5
"chr10:7609420|7617282",0,0,7,0,0,0,0,0,3,0,0
"chr10:7615982|7617282",0,3,0,17,0,0,0,0,4,13,0
"chr10:8995077|9023471",0,0,0,0,0,0,0,0,8,0,0
"chr10:11597631|11601980",0,0,7,15,0,3,0,0,10,11,10
"chr10:11747349|11763633",0,0,0,0,0,0,0,0,2,0,0
"chr10:11862817|11870840",0,0,0,0,0,0,0,0,4,0,0
"chr10:11887076|11887559",0,0,0,0,0,0,0,0,6,0,0
"chr10:12081472|12101181",2,0,0,9,0,0,13,9,5,11,15
"chr10:12094073|12120267",15,0,14,0,0,0,18,0,9,12,0
"chr10:12215740|12246277",0,0,0,0,0,0,0,0,3,0,0
"chr10:12230948|12238485",0,0,0,3,0,0,0,0,6,0,0
"chr10:12249581|12250469",8,0,0,0,0,0,0,0,7,2,0
"chr10:12760948|12769799",0,0,4,0,0,0,0,0,6,7,0
"chr10:12773807|12781746",0,0,0,0,0,0,0,0,2,0,0
"chr10:13125946|13136897",0,0,0,0,0,0,0,0,5,0,0
"chr10:13172376|13172765",0,0,0,0,0,0,0,0,2,0,0
"chr10:13191299|13192568",0,0,0,0,0,0,0,0,4,3,0
"chr10:13336243|13340908",0,0,0,0,0,0,0,0,6,0,0
"chr10:13597458|13610185",0,0,0,0,0,0,0,0,3,0,0
"chr10:13659323|13675044",0,0,0,0,0,0,0,7,5,0,0
"chr10:13663453|13670528",0,0,0,0,0,9,0,0,12,0,0
"chr10:13663453|13675044",3,0,0,0,0,6,9,0,29,7,0
"chr10:14896846|14897517",18,0,0,3,0,0,0,0,6,0,3
"chr10:15133245|15141557",0,0,0,0,0,0,0,0,4,0,0
"chr10:15548455|15592304",4,0,0,7,0,0,8,0,10,10,11
"chr10:15644030|15647051",0,0,0,0,0,0,0,0,4,0,0
"chr10:15804837|15847943",0,0,0,0,0,0,0,0,5,0,0
"chr10:16752539|16764510",23,9,5,12,0,0,25,19,9,19,7
"chr10:17153507|17201808",0,0,0,0,0,0,0,0,3,0,0
"chr10:17540806|17553894",0,0,0,0,0,0,0,0,4,0,0
"chr10:17594205|17604047",0,0,0,0,0,3,0,0,2,0,0
"chr10:17603560|17605521",0,0,0,0,0,0,0,0,3,0,0
"chr10:17700191|17705741",0,0,0,0,0,0,0,0,3,0,0
"chr10:17894210|17900953",0,0,0,0,0,0,0,0,7,0,0
"chr10:17894210|17902122",3,0,9,0,0,0,0,0,6,0,0
"chr10:17901973|17907698",0,0,0,2,0,8,0,0,5,4,0
"chr10:18226052|18233676",0,0,2,0,0,0,0,0,6,3,0
"chr10:18498355|18518968",0,0,0,12,0,10,0,24,3,4,0
"chr10:18609845|18616293",12,0,3,20,0,2,0,0,7,0,0
"chr10:18831643|18846353",0,0,0,0,0,0,0,0,5,0,0
"chr10:20164468|20245505",0,0,0,0,0,0,0,0,3,0,0
"chr10:20880794|20899450",0,10,0,0,0,0,0,0,9,4,0
"chr10:21713772|21735235",0,0,5,0,0,0,0,0,5,0,0
"chr10:22317884|22319018",0,0,0,0,0,0,0,0,5,0,0
"chr10:22364853|22391920",0,0,0,0,0,0,0,0,2,0,0
"chr10:22591159|22591781",0,0,0,0,0,0,0,0,2,0,0
"chr10:24494500|24520253",0,0,0,0,0,0,0,0,8,0,0
"chr10:24524323|24536893",0,0,0,0,0,0,0,0,5,0,0
"chr10:24586596|24593963",0,0,0,0,0,0,0,0,4,0,0
"chr10:24619473|24635103",0,0,0,0,0,0,19,0,5,5,7
"chr10:24629996|24670397",0,0,3,0,0,0,0,9,5,0,0
"chr10:25619870|25651556",0,0,0,0,0,0,0,0,4,0,0
"chr10:26511747|26513660",0,6,0,0,0,0,0,0,4,5,0
"chr10:26705286|26720359",4,0,0,11,0,0,0,0,8,0,0
"chr10:26747176|26770304",0,0,0,0,0,0,0,0,3,0,0
"chr10:26751598|26787234",0,0,0,0,0,0,0,0,3,0,0
"chr10:26765218|26777241",0,3,0,6,0,0,0,0,3,0,0
"chr10:27111986|27116345",0,0,7,0,0,0,0,0,16,0,0
"chr10:27114521|27121448",0,0,18,0,0,0,13,0,6,7,0
"chr10:27122841|27126786",2,0,0,0,0,0,0,0,15,0,4
"chr10:27134831|27136385",0,0,0,0,0,0,0,0,7,2,6
"chr10:27219723|27223452",0,0,0,0,0,0,0,0,3,0,0
"chr10:27509875|27533994",0,0,0,0,0,0,0,0,3,0,0
"chr10:28119651|28150059",0,0,0,5,0,0,12,0,2,0,0
"chr10:28124031|28131691",0,0,0,0,0,0,0,0,5,0,0
"chr10:28535686|28596041",0,0,0,0,0,0,0,0,4,0,0
"chr10:29467742|29473989",0,0,0,0,0,0,0,0,8,0,0
"chr10:29522410|29524715",0,0,0,6,0,0,0,0,5,0,0
"chr10:29554783|29569312",0,0,0,0,0,0,0,0,6,0,0
"chr10:30071321|30110831",0,0,15,0,0,0,0,10,6,5,5
"chr10:30322391|30341640",0,0,0,0,0,0,0,0,7,0,0
"chr10:30450258|30450519",0,0,0,0,0,0,0,0,9,0,0
"chr10:30857680|30984426",0,0,0,0,0,0,0,0,3,0,0
"chr10:31355144|31387798",20,8,2,24,0,5,3,0,20,14,23
"chr10:31355147|31461237",9,0,0,0,0,9,0,0,5,8,0
"chr10:31374803|31461237",0,0,0,0,0,0,0,0,7,0,0
"chr10:31461037|31461783",0,0,0,0,0,0,0,0,3,0,0
"chr10:31461037|31495838",0,0,0,0,0,0,0,0,2,0,0
"chr10:31502348|31514708",0,0,0,0,0,0,0,19,2,0,0
"chr10:31843461|31854206",0,0,0,0,0,0,0,16,5,0,0
"chr10:31852517|31910563",0,0,0,0,0,0,0,0,3,0,0
"chr10:31861395|31910563",0,0,0,0,0,0,0,0,3,0,0
"chr10:32017143|32019959",0,0,21,0,0,0,0,0,3,11,8
"chr10:32034690|32037607",0,0,6,0,0,0,0,0,14,8,8
"chr10:32037254|32040457",0,0,0,0,0,0,13,9,5,0,0
"chr10:32451592|32453436",8,0,0,0,0,10,0,0,6,0,0
"chr10:32451592|32462703",13,0,0,0,0,0,0,0,13,0,3
"chr10:32451592|32544301",10,0,0,0,0,0,0,0,3,0,0
"chr10:32461792|32474023",0,0,0,0,0,0,0,0,5,0,0
"chr10:32543300|32634364",2,0,0,0,0,5,0,0,5,0,0
"chr10:32565558|32635158",2,0,0,0,0,0,0,0,4,0,0
"chr10:32583168|32686080",0,0,0,0,0,0,0,0,4,0,0
"chr10:32928094|32935558",0,0,0,0,0,0,0,0,2,0,0
"chr10:34251602|34269899",0,0,0,0,0,0,0,0,5,0,0
"chr10:34269657|34269899",0,0,0,0,0,0,0,0,4,0,0
"chr10:34284135|34360259",0,0,0,0,0,0,0,0,7,0,0
"chr10:34317107|34360259",0,0,0,0,0,0,0,13,3,0,19
"chr10:34331117|34341816",0,0,0,0,0,0,0,0,3,0,0
"chr10:34337275|34360259",0,0,0,0,0,0,0,0,4,0,0
"chr10:34347965|34360259",0,0,0,0,0,0,0,0,10,0,0
"chr10:34359147|34399413",0,0,0,0,0,0,0,0,4,0,0
"chr10:34359147|34517159",0,0,0,0,0,0,0,0,7,0,6
"chr10:34374874|34384254",10,0,0,0,0,0,2,0,4,0,0
"chr10:35013699|35028887",0,0,0,0,0,0,0,0,3,0,0
"chr10:35032435|35044868",7,0,0,0,0,0,0,12,6,8,0
"chr10:35032435|35049765",2,0,0,0,0,0,0,0,3,3,0
"chr10:35060874|35071339",11,0,0,13,0,6,18,20,28,18,18
"chr10:35501501|35530243",17,0,0,0,0,0,0,0,4,12,0
"chr10:37803833|37838111",6,0,4,6,0,7,0,11,6,12,10
"chr10:42631929|42654675",0,0,0,0,0,0,0,0,6,0,0
"chr10:42672562|42686016",0,0,0,0,0,0,0,0,6,0,0
"chr10:42816599|42817494",0,0,0,0,0,0,0,0,4,0,0
"chr10:42816599|42823784",0,0,0,0,0,0,8,0,5,0,6
"chr10:43154897|43155810",0,0,0,0,0,0,0,0,3,0,0
"chr10:43158715|43184087",0,0,0,0,0,0,0,0,5,0,0
"chr10:45484974|45489271",0,0,0,0,0,0,0,0,4,0,4
"chr10:45625951|45627105",0,7,0,0,0,0,2,0,6,4,0
"chr10:45752588|45753237",4,0,0,0,0,0,0,0,5,0,0
"chr10:45862986|45900426",0,5,0,6,0,9,0,0,12,0,6
"chr10:45946837|45962994",6,0,0,0,0,0,0,0,4,2,0
"chr10:47528065|47530933",0,0,0,0,0,0,0,0,3,0,0
"chr10:47956026|47957901",0,0,0,0,0,0,0,0,10,0,0
"chr10:48364612|48404981",0,0,0,0,0,0,0,0,6,0,0
"chr10:49832803|49843632",0,0,0,0,0,0,0,0,6,0,0
"chr10:49932100|49934163",4,0,0,0,0,0,18,0,3,0,0
"chr10:49932100|49935142",8,0,0,0,0,0,29,0,11,0,0
"chr10:49952126|49955060",5,0,0,0,0,2,0,34,11,5,0
"chr10:50433476|50466932",44,0,0,27,0,0,23,0,11,14,13
"chr10:51148082|51157148",0,0,10,0,0,16,0,0,10,8,0
"chr10:52054484|52161963",0,0,0,0,0,0,0,0,2,0,8
"chr10:52305703|52305972",0,0,0,0,0,0,0,0,5,0,0
"chr10:58111367|58136666",0,0,0,0,0,0,0,0,3,0,0
"chr10:58588215|58620901",0,0,2,0,0,0,14,5,4,0,0
"chr10:59672770|59684327",0,0,9,0,0,0,0,0,6,11,0
"chr10:59804420|59832653",0,0,0,0,0,0,0,0,4,0,0
"chr10:59812635|59852702",0,0,11,0,0,0,0,0,5,13,2
"chr10:60780141|60785787",0,0,0,0,0,0,0,0,6,0,0
"chr10:61672632|61690621",4,0,8,0,0,5,0,0,17,0,0
"chr10:62042289|62069797",0,0,0,0,0,0,0,0,2,0,0
"chr10:62050888|62069797",0,0,5,0,0,0,0,0,4,0,0
"chr10:62198283|62218301",0,0,0,0,0,0,0,0,4,0,0
"chr10:63185563|63194375",0,0,0,0,0,0,0,0,7,0,0
"chr10:63380318|63380482",2,0,0,0,0,0,0,0,4,0,0
"chr10:63380318|63409988",10,0,5,11,0,0,0,0,24,9,17
"chr10:63380318|63469608",0,0,0,0,0,0,0,0,3,0,0
"chr10:63469543|63478961",0,0,0,0,0,0,0,0,2,0,0
"chr10:67887417|67906937",0,0,0,0,0,0,0,0,4,0,0
"chr10:67940939|67966802",0,0,0,0,0,0,0,0,2,0,0
"chr10:67966683|68044563",0,0,0,0,0,0,0,0,8,0,0
"chr10:67992199|68025676",0,0,0,0,0,0,0,0,6,0,0
"chr10:68014026|68038169",0,0,0,0,0,0,0,0,3,0,0
